ka,url,first_name,last_name,full_name,bio,height,birthday,age,hometown_city,hometown_state,ignore,education,medals_gold,medals_silver,medals_bronze,sport,thumbnail_url,thumbnail_alt_text,thumbnail_photo_credit
blt566a4c8a31225386,/profiles/abbey-weitzeil,Abbey,Weitzeil,Abbey Weitzeil,"<h5>Personal</h5><ul><li>Daughter of Konrad and Michelle Weitzeil</li><li>Has two siblings, Alexa and Kaitlyn</li><li>Had only been swimming competitively for six years when she set her first American record</li><li>Hobbies include drawing.</li></ul><h5>Olympic Experience</h5><ul><li>Two-time Olympian (2016, 2020); four-time Olympic medalist (1 gold, 2 silver, 1 bronze))</li><li>Olympic Games Tokyo 2020, silver (4x100-meter freestyle relay); bronze (4x100-meter freestyle relay); 8th (100-meter freestyle, 5-meter freestyle)</li><li>Olympic Games Rio 2016, gold (4x100 medley), silver (4x100 freestyle), 7th (100 freestyle), 12th (50 freestyle)</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2019 – gold (mixed 4x100 freestyle relay), silver (4x100 freestyle relay)</li><li>Years of Participation: Long Course – 2015, 2017, 2019; Short Course – 2014</li><li>Medals: 6 (2 golds, 3 silvers, 1 bronze)</li><li>Gold – 2019 (mixed 4x100 freestyle relay); 2014 (4x50 mixed freestyle SC)</li><li>Silver – 2019 (4x100 freestyle relay); 2014 (4x50 freestyle SC, 4x100 freestyle SC)</li><li>Bronze – 2015 (4x100 freestyle)</li></ul><h5>More</h5>USA Swimming<br>","5'10""",12/3/1996,27,Santa Clarita,CA,"University of California, Berkeley ’19","University of California, Berkeley",1,2,1,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1686330252/TeamUSA%20Assets/Migration/Athlete%20Profiles/Abbey%20Weitzeil/weitzeil_abbey_150x250.jpg,Abbey Weitzeil,
bltee721e1193ef2b40,/profiles/bryce-wettstein,Bryce,Wettstein,Bryce Wettstein,"<h5>Personal</h5><ul><li>Bryce started her skateboarding career at the YMCA Encinitas at the age of five.</li><li>She loves to surf, play volleyball and write songs on her ukulele.</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Tokyo 2020, 6th (Park - Women)</li></ul></ul><h5>Career Experience</h5><ul><li>Pan American Games 2023, Bronze</li><li>WST Park World Championship Rome, 9th</li><li><span>World Skateboarding Tour San Juan Park, 23rd</span></li><li>Sharjah Park World Championship 2022, 5th</li></ul><h5>More</h5><p>Personal Website</p><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 5th (Park - Women), 9th (Park - Women)</li><li>Years of participation: Park - Women 2016, 2016, 2017, 2017, 2018, 2019, 2023, 2023</li><li>Top finish: 5th – 2023 (Park - Women)</li></ul>",,1/10/2004,20,Encinitas,CA,"MiraCosta College, San Elijo Campus.",MiraCosta College,0,0,0,Skateboarding,https://res.cloudinary.com/usopc-prod/image/upload/v1698166524/TeamUSA%20Assets/Pan%20American%20Games%202023/Skateboarding/Wettstein_Bryce_PanAm23_Wave.jpg,"Bryce Ava Wettstein of Team United States reacts after her final run in the Women's Park Skateboarding Final at Parque Deportivo Estadio Nacional on Day 2 of the Santiago Pan Am Games 2023 on October 22, 2023 in Santiago, Chile.",Getty Images
blt1b8a3442797a1678,/profiles/emma-weyant-1113342,Emma,Weyant,Emma Weyant,"<h5>Personal</h5><ul><li>Daughter of Kristi Cardoni-Weyant and James Weyant</li><li>Has three sisters, Ava, Gracie and Harper</li><li>A member of the National Honor Society and named a Scholastic All-American</li><li>Four-time scholar-athlete</li><li>Hobbies include hanging out at the beach</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 2-time Olympic medalist (1 silver, 1 bronze)</li><ul><li>Olympic Games Paris 2024, bronze (400m Individual Medley - Women)</li><li>Olympic Games Tokyo 2020, silver (400m Individual Medley - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2022 – bronze (400m Individual Medley - Women)</li><li>Years of participation: 400m Individual Medley - Women 2022; 4 x 200m Freestyle Relay (SC) - Women 2021; 400m Freestyle (SC) - Women 2021; 400m Individual Medley (SC) - Women 2021; 800m Freestyle (SC) - Women 2021</li><li>Medals: 2 (1 silver, 1 bronze)</li><ul><li>Silver – 2021 (4 x 200m Freestyle Relay (SC) - Women)</li><li>Bronze – 2022 (400m Individual Medley - Women)</li></ul></ul>",,12/24/2001,22,Sarasota,FL,University of Virginia ‘24,University of Virginia,0,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1680012271/TeamUSA%20Assets/Athlete%20Profiles/Emma%20Weyant%201113342/weyant_emma_150x250.jpg,Head Shot,
bltbde34a141943200c,/profiles/derrick-white,Derrick,White,Derrick White,"<h5>Personal</h5><ul><li>Nicknamed ""The Buffalo""</li><li>Played two years of Division II basketball for Colorado-Colorado Springs Mountain Lions</li><li>Transferred to the University of Colorado his final year</li><li>In the 2017 NBA Draft, he was selected as the 29th overall pick by the San Antonio Spurs</li><li>White was a vital contributor to winning the 2024 NBA Finals</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2019</li><li>Years of participation: 2019</li><li>Top finish: 2019 – 7th</li></ul>","6'4""",7/2/1994,30,Parker,CO,"University of Colorado, Colorado Springs '15; University of Colorado, Boulder '17",,0,0,0,Basketball,https://res.cloudinary.com/usopc-prod/image/upload/v1720646574/TeamUSA%20Assets/Athlete%20Profiles/Derrick%20White%201193023/white_d_hero_1193023.png,"Derrick White smiles, looking on.",Getty Images
blt9407278bc2d31269,/profiles/luke-whitlock,Luke,Whitlock,Luke Whitlock,"<h5>Personal</h5><ul><li>Son of Trent and Kara Whitlock. Has one brother, Blake</li><li>Long-distance specialist who competes in both open-water and indoor swimming international events</li><li>Committed to the University of Florida</li><li>Lists Daniel Whiffen and Bobby Finke as his favorite swimmers</li></ul><h5>Career Highlights</h5><ul><li>2023 World Junior Championships, 5th (400m Freestyle - Men, 800m Freestyle - Men)</li><li>2023 Pro Swim Series Knoxville, 4x finalist</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 15th (800m Freestyle - Men)</li></ul></ul>","5'11""",3/8/2006,18,Noblesville,IN,University of Florida (Committed),University of Florida,0,0,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1720474527/TeamUSA%20Assets/Athlete%20Profiles/Luke%20Whitlock%201353264/Luke_Whitlock_hero_1353264.jpg,Luke Whitlock stretching,Getty Images
bltd51450e599db7368,/profiles/juliette-whittaker,Juliette,Whittaker,Juliette Whittaker,"<h5>Personal</h5><ul><li>Daughter of Jill and Paul Whittaker</li><li>Has one brother, Alex. Sister, Bella is also an Olympian</li></ul><h5>Career Highlights</h5><ul><li>2023 - NCAA indoor distance medley relay champion<span>&nbsp;</span></li><li>2023- Pac-12 800m champion<span>&nbsp;</span></li></ul>",,12/1/2003,20,Laurel,MD,Stanford University,Stanford University,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1720592325/GettyImages-2159100187.jpg,"Juliette Whittaker reacts in the women's 800 meter final on Day Four of the 2024 U.S. Olympic Team Track & Field Trials at Hayward Field on June 24, 2024 in Eugene, Oregon.",Getty Images
blt85067d25691330c9,/profiles/caleb-wiley,Caleb,Wiley,Caleb Wiley,,"5'11""",12/22/2004,19,Atlanta,GA,,,0,0,0,Soccer,,,
blt5e946130880fb1c3,/profiles/matthew-wilkinson,Matthew,Wilkinson,Matthew Wilkinson,,,,,Greenwood,MN,,,0,0,0,Track and Field,,,
bltcb21d92c8ce32e41,/profiles/kevon-williams-801897,Kevon,Williams,Kevon Williams,"<h5>Personal</h5><ul><li>Made his HSBC Sevens Series debut at the 2016 Dubai Sevens Tournament after impressive performances with the Denver Barbarians</li><li>Hobbies include cooking, fishing, playing board games and anything with his kids</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian;</li><ul><li>Olympic Games Paris 2024, 8th (Team - Men)</li><li>Olympic Games Tokyo 2020, 6th (Team - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2018 – 6th (Team - Men)</li><li>Years of participation: Team - Men 2018</li><li>Top finish: 6th – 2018 (Team - Men)</li></ul>","5'10""",6/7/1991,33,Houston,TX,"Westbury High School (Houston, Texas) New Mexico Highlands, Computer Science",New Mexico Highlands University,0,0,0,Rugby,https://res.cloudinary.com/usopc-prod/image/upload/v1720471950/TeamUSA%20Assets/Athlete%20Profiles/Kevon%20Williams%20801897/williams_k_hero_801897.png,Kevon Williams poses for a portrait.,USA Rugby
bltcdfbadd3f9029580,/profiles/bridget-williams,Bridget,Williams,Bridget Williams,"<h5>Personal</h5><ul><li>Competed collegiately at the University of Virginia from 2015-2019</li><li><span>Following graduation, she remained at Virginia to continue training post-collegiately and was a volunteer assistance coach for the Cavaliers'&nbsp;track and field programs during the 2019-2020 season</span></li><li><span>Set the indoor 4.38m (14’4.5”) and outdoor 4.46m (14’7.5”) school records at Virginia</span></li><li>Was a three-time All-American and two-time ACC individual pole vault champion</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 12th (Pole Vault - Women)</li><li>Years of participation: Pole Vault - Women 2023</li><li>Top finish: 12th – 2023 (Pole Vault - Women)</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games Santiago 2023, gold (Pole Vault - Women)</li></ul>",,3/18/1996,28,Greensburg,PA,University of Virginia '19,University of Virginia,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1720549152/TeamUSA%20Assets/Athlete%20Profiles/Bridget%20Williams%201187714/Williams_B_thumbnail.jpg,Bridget Williams smiling,Getty Images
blt336cea4a2b8c9ca6,/profiles/lynn-williams,Lynn,Williams,Lynn Williams,"<h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Tokyo 2020, bronze (Team - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 9th (Team - Women)</li><li>Years of participation: Team - Women 2023</li><li>Top finish: 9th – 2023 (Team - Women)</li></ul>","5'7""",5/21/1993,31,Fresno,CA,Pepperdine University,Pepperdine University,0,0,1,Soccer,https://res.cloudinary.com/usopc-prod/image/upload/v1687362239/TeamUSA%20Assets/Migration/Athlete%20Profiles/Lynn%20Williams/Williams_Lynn_150x250.jpg,Head Shot,
blt5347771e5c77a510,/profiles/harrison-williams,Harrison,Williams,Harrison Williams,"<h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 7th (Decathlon - Men)</li><li>Years of participation: Decathlon - Men 2019, 2023</li><li>Top finish: 7th – 2023 (Decathlon - Men)</li></ul><h5>Career Highlights</h5><ul><li>World Junior Championships, Eugene, 2014 (Decathlon - Men)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 8th (Decathlon - Men)</li></ul></ul>",,3/7/1996,28,Memphis,TN,Stanford University,Stanford University,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1720589636/GettyImages-2158802937.jpg,"Harrison Williams poses with his bronze medal after placing third in the men's decathlon on Day Two of the 2024 U.S. Olympic Team Track & Field Trials at Hayward Field on June 22, 2024 in Eugene, Oregon.",Getty Images
bltc43af2f406cf3463,/profiles/lily-williams-1146133,Lily,Williams,Lily Williams,"<h5>Personal</h5><ul><li>Daughter of Cristopher Williams and Sarah Docter, 1980 Olympian in speedskating</li><li>Ran at Vanderbilt, specializing in the one-mile race, before switching to cycling in 2016 when she began working at a bicycle shop</li><li>Has a black cat named Morgan</li><li>Works as the communications director for the nonprofit Bike Index</li><li>Enjoys ‘80s music videos, outfit composition and riding around on electric rideshare scooters</li><li>Fluent in Spanish.</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 bronze)<ul><li>Olympic Games Tokyo 2020, bronze (Team Pursuit (4km) - Women)</li></ul></li></ul><h5>World Championship Experience</h5><ul><li>Most recent: 2023 – (Road race - Women), 4th (Points Race - Women), 6th (Madison - Women, Team Pursuit (4km) - Women)</li><li>Years of participation: Madison - Women 2021, 2022, 2023; Points Race - Women 2023; Road race - Women 2023; Team Pursuit (4km) - Women 2020, 2022, 2023; Scratch - Women 2022; 3km Individual Pursuit - Women 2021</li><li>Medals: 1 (1 gold)<ul><li>Gold – 2020 (Team Pursuit (4km) - Women)</li></ul></li></ul><h5>More</h5>USA Cycling","5'7""",6/24/1994,30,Tallahassee,FL,Northwestern University ‘17,Northwestern University,0,0,1,Cycling,https://res.cloudinary.com/usopc-prod/image/upload/v1680009643/TeamUSA%20Assets/Athlete%20Profiles/Lily%20Williams%201146133/hermann_lily.jpg,Head Shot,
blt352e1db802cb903a,/profiles/alise-willoughby-850160,Alise,Willoughby,Alise Willoughby,"<h5>Personal</h5><ul><li>Daughter of Mark and the late Cheryl Post</li><li><p>Has two brothers, Jeremy and Nick</p></li><li><p>Married to Australian BMX cyclist Sam Willoughby</p></li><li><p>Won the USA BMX Women’s Pro Series title the year her mother passed away from late stage melanoma.</p></li><li><p>Has endured multiple surgeries, including a LCL, knee and hamstring reconstruction one year before the Olympic Games London 2012, and a broken tibia plateau 12 weeks before the 2014 world championships</p></li><li><p>Her family is the driving force behind Pineview Park BMX (St. Cloud, Minnesota), which helped transform a vandalized city park into one of the top BMX facilities in the country</p></li><li><p>Founded the annual Alise Post MS Race for a Cure at her home track in Minnesota to raise funds for Multiple Sclerosis</p></li><li><p>The documentary, Every Pedal With You, recounts her relationship with fiancé and Australian BMX racer, Sam Willoughby, on their 2014 seasons</p></li><li><p>In 2006, became the first woman ever voted Rookie Pro of the Year by BMXer Magazine, as well as the youngest to win the American Bicycle Association national title, at age 15</p></li><li><span>Is a former state champion gymnast</span></li><li><p>Hobbies include surfing, cooking, shopping and crafting</p></li></ul><h5>Olympic Experience</h5><ul><li>3-time Olympian; 1-time Olympic medalist (1 silver)<ul><li>Olympic Games Tokyo 2020, 15th (Individual - Women)</li><li>Olympic Games Rio de Janeiro 2016, silver (Individual - Women)</li><li>Olympic Games London 2012, 12th (Individual - Women)</li></ul></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2022 – 4th (Individual - Women)</li><li>Years of participation: Individual - Women 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2022; Time trial - Women 2012, 2013, 2014, 2015, 2016</li><li>Medals: 7 (2 gold, 3 silver, 2 bronze)<ul><li>Gold – 2019 (Individual - Women); 2017 (Individual - Women)</li><li>Silver – 2015 (Time trial - Women); 2014 (Individual - Women); 2013 (Time trial - Women)</li><li>Bronze – 2016 (Individual - Women); 2010 (Individual - Women)</li></ul></li></ul><p></p>","5'2""",1/17/1991,33,St. Cloud,MN,University of San Diego ‘15,University of San Diego,0,1,0,Cycling,https://res.cloudinary.com/usopc-prod/image/upload/v1680009560/TeamUSA%20Assets/Athlete%20Profiles/Alise%20Willoughby%20850160/post_alise_150x250.jpg,A Post,
bltf04e8362307bb29e,/profiles/a-ja-wilson-837897,A'ja,Wilson,A'ja Wilson,"<h5>Personal</h5><ul><li>Daughter of Eva Rakes Wilson and Roscoe C. Wilson Jr. </li><li>She has one older brother, Renaldo. </li><li>A'ja&nbsp;started playing basketball when she was 11.</li><li>Father played basketball at Benedict College (S.C.) and professionally for 10 years in Europe.</li></ul><h5>World Championships years participation</h5><p>Most recent: 2018 – gold.Years of Participation: 2018.Medals: 1 (1 gold)</p><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 gold)</li><ul><li>Olympic Games Tokyo 2020, gold (Team - Women)</li></ul></ul><h5>C<span>areer highlights</span><span></span></h5><ul><li><span>Named the 2020 WNBA MVP</span><span></span></li><li>2018 WNBA Rookie of the Year. Two-time WNBA All-Star.</li><li><span>Selected No. 1 overall in 2018 WNBA Draft by the Las Vegas Aces</span></li><li><span>2018 Elite Eight and 2016 NCAA Sweet 16 as a Gamecock</span><span></span></li><li><span>Was the 2018 consensus National Player of the Year</span></li><li><span></span><span>Won the 2017 NCAA Tournament</span></li><li><span>Captured three Southeastern Conference regular season titles and four SEC Tournament crowns</span></li><li><span>Named to the Associated Press All-American first team in 2016, 2017 and 2018</span></li><li><span>Advanced to the 2015 NCAA Final Four</span></li><li><span>Named the 2014 Naismith, Parade Magazine and WBCA National High School Player of the Year</span></li><li><span>2014 USA Today and Gatorade High School South Carolina Girls Basketball Player of the Year</span></li><li><span>2014 WBCA and McDonald’s High School All-American.</span></li></ul><h5><span></span></h5>","6'5""",8/8/1996,27,Columbia,SC,University of South Carolina ‘18,University of South Carolina,1,0,0,Basketball,https://res.cloudinary.com/usopc-prod/image/upload/v1680009656/TeamUSA%20Assets/Athlete%20Profiles/A%27ja%20Wilson%20837897/Wilson_Aja.jpg,Head Shot,
blt8637842c57a2c418,/profiles/quincy-wilson,Quincy,Wilson,Quincy Wilson,<h5>Personal</h5><ul><li>Student at Bullis School</li></ul><h5>Career Highlights</h5><ul><li>Youngest American Male Track Olympian in history</li><li>Broke the U18 WR in the 400m twice</li></ul>,,,,Potomac,MD,,,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1720589310/GettyImages-2158922482.jpg,"Quincy Wilson looks on after competing in the men's 400 meter semi-final on Day Three 2024 U.S. Olympic Team Trials Track & Field at Hayward Field on June 23, 2024 in Eugene, Oregon.",Getty Images
